lacm,field,sex,laf,age,specnat,measure,gonads,wt,coll,datecoll,family,species,genus,spp,locality,state,county,ele,lat,lng,date,year,month,Description,abv,cty,cty2
110365,3303,M,NA,,SN,C:36.5; W:387; T:89; TAIL:229,LT= 9 X 6,NA,"WATERS, D",29-Feb-96,Accipitridae,Buteo jamaicensis,Buteo,ssp,UNITED STATES CALIFORNIA LOS ANGELES CO NA GLENDALE,CALIFORNIA,LOS ANGELES CO,,34.1428413,-118.251442,2/29/1996,1996,2,complete skeleton,CA,Los Angeles Co,Los Angeles County
89770,,F,NA,,SN,,,NA,,00 DEC 1961,Estrildidae,Pytilia melba,Pytilia,ssp,   NA ,,,,NA,NA,NA,NA,NA,complete skeleton,NA,,
105452,,F,4586,,FB,C:93; W:567; T:21; TAIL:357,LFOLL = 5 X 5,835,"SCHREIBER, E A",25-Jul-89,Fregatidae,Fregata ariel,Fregata,ariel,LINE IS CHRISTMAS IS  NA ,CHRISTMAS IS,,,NA,NA,7/25/1989,1989,7,flat skin and complete skeleton,NA,,
4148,,M,NA,,SS,,,NA,"ROONEY, T",21-Nov-20,Anatidae,Chen caerulescens,Chen,caerulescens,UNITED STATES CALIFORNIA MERCED CO NA LOS BANOS,CALIFORNIA,MERCED CO,,37.0666667,-120.8166667,11/21/1920,1920,11,study skin,CA,Merced Co,Merced County
76719,,F,NA,Adult,SS,,,NA,"AILANJIAN, M",9-Jul-70,Muscicapidae,Hypergerus atriceps,Hypergerus,,IVORY COAST NORD DEPT  NA KORHOGO,NORD DEPT,,,9.45,-5.63,7/9/1970,1970,7,study skin,NA,,
70417,B107,M,NA,,SS,,TSE,30,"WILLIAMS, A E",31-Oct-68,Muscicapidae,Trichastoma fulvescens,Trichastoma,ugandae,UGANDA TORO KINGDOM BWAMBA CO NA BWAMBA FOREST,TORO KINGDOM,BWAMBA CO,2300 F,0.8,30.15,10/31/1968,1968,10,study skin,NA,Bwamba Co,Bwamba County
38114,139,F,NA,,SS,,,NA,"FEND, W",23-Mar-59,Pycnonotidae,Pycnonotus cafer,Pycnonotus,humayuni,INDIA HARYANA  NA REWARI,HARYANA,,,28.23,76.63,3/23/1959,1959,3,study skin,NA,,
20845,1691,M,NA,,SS,,,NA,"TALLMAN, GEORGE",22-Mar-15,Anatidae,Anas acuta,Anas,acuta,UNITED STATES CALIFORNIA SAN BERNARDINO CO NA WINEVILLE,CALIFORNIA,SAN BERNARDINO CO,,34.03,-117.53,3/22/1915,1915,3,study skin,CA,San Bernardino Co,San Bernardino County
87132,,M,NA,,SN,,,NA,"ELDER, A W",21-Jan-40,Scolopacidae,Catoptrophorus semipalmatus,Catoptrophorus,inornatus,UNITED STATES CALIFORNIA SAN LUIS OBISPO CO NA MORRO BAY,CALIFORNIA,SAN LUIS OBISPO CO,,35.3468819,-120.849693,1/21/1940,1940,1,complete skeleton,CA,San Luis Obispo Co,San Luis Obispo County
92706,,F,NA,,AL,,OV = 17 X 5,NA,CALIF DEPT AGRICULTURE,00 XXX 1980,Psittacidae,Amazona ochrocephala,Amazona,ssp,   NA ,,,,NA,NA,NA,NA,NA,entire specimen preserved in alcohol,NA,,
92804,,M,NA,,AL,,T = 4 X 2,NA,CALIF DEPT AGRICULTURE,00 XXX 1980,Psittacidae,Platycercus adscitus,Platycercus,ssp,   NA ,,,,NA,NA,NA,NA,NA,entire specimen preserved in alcohol,NA,,
55123,,F,NA,Adult,SS,,ONE,65,"WILLIAMS, J G",5-Mar-63,Picidae,Dendropicos namaquus,Dendropicos,decipiens,KENYA COAST PROV TANA RIVER DIST NA BURA,COAST PROV,TANA RIVER DIST,600 F,-1.1,39.95,3/5/1963,1963,3,study skin,NA,Tana River Dist,Tana River Dist
35866,16522,F,NA,,SS,,,NA,"STAGER, K E",23-Jul-57,Muscicapidae,Polioptila dumicola,Polioptila,dumicola,BOLIVIA CHUQUISACA DEPT  NA CARANDAITI,CHUQUISACA DEPT,,,-20.75,-63.07,7/23/1957,1957,7,study skin,NA,,
96514,,M,NA,,SS,,,NA,"PARTRIDGE, W H",17-Nov-59,Parulidae,Geothlypis aequinoctialis,Geothlypis,velata,ARGENTINA MISIONES PROV  NA ARROYO URUGUA-I,MISIONES PROV,,,-25.9,-54.6,11/17/1959,1959,11,study skin,NA,,
74667,144,M,NA,Adult,SS,,TNE,NA,"WALTNER, R C",14-Dec-67,Muscicapidae,Turdus albocinctus,Turdus,,NEPAL   NA BHOLUMCHE RIDGE,,,8800 F,NA,NA,12/14/1967,1967,12,study skin,NA,,
65641,IF553,M,NA,Adult,SS,,TSE,38,"ARCHER, A L",30-Mar-67,Laniidae,Tchagra australis,Tchagra,emini,UGANDA KIGEZI DIST  NA ITAMA MINE,KIGEZI DIST,,5300 F,-0.98,29.68,3/30/1967,1967,3,study skin,NA,,
31269,28214,M,NA,,SS,,,NA,"CARRIKER, M A JR",14-May-58,Formicariidae,Taraba major,Taraba,transandeanus,COLOMBIA NARINO  NA LA GUAYACANA,NARINO,,600 M,1.43,-78.45,5/14/1958,1958,5,study skin,NA,,
43124,543,M,NA,,SS,,,NA,"DENTE, E",27-May-60,Pipridae,Pipra pipra,Pipra,cephaleucos,BRAZIL PARA  NA BELEM-BRASILIA RD,PARA,,,NA,NA,5/27/1960,1960,5,study skin,NA,,
51369,20156,M,NA,,SS,,,NA,"PARTRIDGE, W H",28-Aug-59,Tyrannidae,Tolmomyias sulphurescens,Tolmomyias,sulphurescens,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,8/28/1959,1959,8,study skin,NA,,
10508,2357,M,NA,Adult,SS,,,NA,"DAGGETT, F S",08 JUN 1896,Bombycillidae,Phainopepla nitens,Phainopepla,lepida,UNITED STATES CALIFORNIA LOS ANGELES CO NA PASADENA,CALIFORNIA,LOS ANGELES CO,,34.1444969,-118.1300507,1896-06-08,1896,6,study skin,CA,Los Angeles Co,Los Angeles County
66926,B76,M,NA,Adult,SS,,TE,56,"WILLIAMS, A E AND R M GLEN",16-Jun-67,Picidae,Campethera caroli,Campethera,,UGANDA TORO KINGDOM BWAMBA CO NA BWAMBA FOREST,TORO KINGDOM,BWAMBA CO,2300 F,0.8,30.15,6/16/1967,1967,6,study skin,NA,Bwamba Co,Bwamba County
81481,,M,NA,,SS,,TSE,66,"KYONGO, J N AND J ITHIA",5-Sep-73,Muscicapidae,Neocossyphus rufus,Neocossyphus,rufus,KENYA COAST PROV KWALE DIST NA SHIMBA HILLS,COAST PROV,KWALE DIST,,-4.22,39.42,9/5/1973,1973,9,study skin,NA,Kwale Dist,Kwale Dist
61183,,M,NA,Adult,SS,,TE,24,"WILLIAMS, A E",23-May-65,Ploceidae,Euplectes macrourus,Euplectes,macrocercus,KENYA WESTERN PROV BUNGOMA DIST NA TORORO (UGANDA),WESTERN PROV,BUNGOMA DIST,5000 F,NA,NA,5/23/1965,1965,5,study skin,NA,Bungoma Dist,Bungoma Dist
3778,,F,NA,,SS,,,NA,"WYMAN, L E",25-Mar-20,Laridae,Larus occidentalis,Larus,wymani,UNITED STATES CALIFORNIA LOS ANGELES CO NA MARINA DEL REY,CALIFORNIA,LOS ANGELES CO,,33.9666667,-118.4166667,3/25/1920,1920,3,study skin,CA,Los Angeles Co,Los Angeles County
94019,14229,M,NA,,SS,,,NA,"PARTRIDGE, W H",30-Jun-59,Pipridae,Chiroxiphia caudata,Chiroxiphia,,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,6/30/1959,1959,6,study skin,NA,,
49339,,M,NA,,SS,,,NA,"PARTRIDGE, W H",18-Oct-59,Tyrannidae,Myiodynastes maculatus,Myiodynastes,solitarius,ARGENTINA MISIONES PROV  NA ARROYO URUGUA-I,MISIONES PROV,,,-25.9,-54.6,10/18/1959,1959,10,study skin,NA,,
47986,17944,F,NA,,SS,,,NA,"PARTRIDGE, W H",7-Aug-59,Dendrocolaptidae,Dendrocolaptes platyrostris,Dendrocolaptes,platyrostris,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,8/7/1959,1959,8,study skin,NA,,
69409,SB323,M,NA,Immature,SS,,TNE,12,"ARCHER, A L",4-Feb-68,Nectariniidae,Nectarinia olivacea,Nectarinia,ragazzii,UGANDA BUGANDA KINGDOM MASAKA DIST/BUDDU CO NA MALABIGAMBO FOREST,BUGANDA KINGDOM,MASAKA DIST/BUDDU CO,3800 F,-0.95,31.58,2/4/1968,1968,2,study skin,NA,Masaka Dist/Buddu Co,Masaka Dist/Buddu County
85316,,F,NA,,SS,,,NA,CALIF DEPT FISH & GAME,9-Jun-70,Caprimulgidae,Phalaenoptilus nuttallii,Phalaenoptilus,californicus,UNITED STATES CALIFORNIA LOS ANGELES CO NA BOUQUET CANYON MOUTH,CALIFORNIA,LOS ANGELES CO,,33.8108199,-118.2967341,6/9/1970,1970,6,study skin,CA,Los Angeles Co,Los Angeles County
104782,D-K 188,U,NA,,AL,,,NA,"BOVARD, T",22-Sep-89,Mimidae,Mimus saturninus,Mimus,modulator,ARGENTINA BUENOS AIRES PROV  NA LAGUNA ALSINA,BUENOS AIRES PROV,,,-36.87,-62.12,9/22/1989,1989,9,entire specimen preserved in alcohol,NA,,
123587,,,6658,,TI,,,NA,,WIN 2002,Accipitridae,Accipiter striatus,Accipiter,,UNITED STATES CALIFORNIA LOS ANGELES CO NA ,CALIFORNIA,LOS ANGELES CO,,33.8108199,-118.2967341,NA,NA,NA,tissue only,CA,Los Angeles Co,Los Angeles County
26882,539,M,NA,,SS,,,NA,"DENTE, E",1-Mar-57,Furnariidae,Furnarius figulus,Furnarius,figulus,BRAZIL ALAGOAS  NA USINA SINIMBU,ALAGOAS,,,-9.92,-36.13,3/1/1957,1957,3,study skin,NA,,
42642,,F,NA,,SS,,,NA,"DENTE, E",29-Jul-60,Dendrocolaptidae,Sittasomus griseicapillus,Sittasomus,reiseri,BRAZIL MARANHAO  NA IMPERATRIZ,MARANHAO,,,-5.53,-47.48,7/29/1960,1960,7,study skin,NA,,
53029,14403,M,NA,,SS,,,NA,"PARTRIDGE, W H",2-Jul-59,Parulidae,Conirostrum speciosum,Conirostrum,speciosum,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,7/2/1959,1959,7,study skin,NA,,
91998,,F,NA,,SN,,,NA,,7-Jun-79,Psittacidae,Platycercus eximius,Platycercus,ssp,   NA ,,,,NA,NA,6/7/1979,1979,6,complete skeleton,NA,,
67249,B781,M,NA,Adult,SS,,TSE,28,"ARCHER, A L",11-Jul-67,Muscicapidae,Cossypha cyanocampter,Cossypha,bartteloti,UGANDA TORO KINGDOM BWAMBA CO NA BWAMBA FOREST,TORO KINGDOM,BWAMBA CO,3000 F,0.82,30.07,7/11/1967,1967,7,study skin,NA,Bwamba Co,Bwamba County
122276,20-2926,M,9453,Juvenile,SN,,"L + R TESTES = 6 X 2, PALE",231,CALIFORNIA WILDLIFE CENTER,16-Sep-20,Columbidae,Patagioenas fasciata,Patagioenas,monilis,UNITED STATES CALIFORNIA LOS ANGELES CO NA TOPANGA,CALIFORNIA,LOS ANGELES CO,,NA,NA,9/16/2020,2020,9,complete skeleton,CA,Los Angeles Co,Los Angeles County
18093,836,M,NA,,SS,,,NA,"GARTH, J S",19-Feb-33,Emberizidae,Geospiza scandens,Geospiza,intermedia,GALAPAGOS IS SOUTH SEYMOUR IS  NA ,SOUTH SEYMOUR IS,,,-0.43,-90.27,2/19/1933,1933,2,study skin,NA,,
55879,,F,NA,Adult,SS,,ONE,35,"WILLIAMS, J G",8-Mar-63,Motacillidae,Macronyx aurantiigula,Macronyx,,KENYA COAST PROV TANA RIVER DIST NA BURA,COAST PROV,TANA RIVER DIST,600 F,-1.1,39.95,3/8/1963,1963,3,study skin,NA,Tana River Dist,Tana River Dist
98291,11723,M,NA,,SS,,,NA,"PARTRIDGE, W H",11-May-59,Strigidae,Glaucidium brasilianum,Glaucidium,brasilianum,ARGENTINA MISIONES PROV  NA ARROYO URUGUA-I,MISIONES PROV,,,-25.9,-54.6,5/11/1959,1959,5,study skin,NA,,
31578,244,M,NA,,SS,,,NA,"DENTE, E",18-Mar-58,Furnariidae,Synallaxis frontalis,Synallaxis,frontalis,BRAZIL BAHIA  NA BURITIRAMA,BAHIA,,,-10.72,-43.65,3/18/1958,1958,3,study skin,NA,,
58641,11713,F,NA,,SS,,,NA,"ANDERSEN, T",18-Nov-64,Cuculidae,Cuculus solitarius,Cuculus,solitarius,TANZANIA RUVUMA REGN SONGEA DIST NA NAMABENGO,RUVUMA REGN,SONGEA DIST,3500 F,-10.55,35.85,11/18/1964,1964,11,study skin,NA,Songea Dist,Songea Dist
117802,,U,NA,,SN,,,NA,"ATWOOD, J L",7-Jun-79,Alcidae,Synthliboramphus hypoleucus,Synthliboramphus,scrippsi,UNITED STATES CALIFORNIA ORANGE CO NA HUNTINGTON BEACH STATE PARK,CALIFORNIA,ORANGE CO,,NA,NA,6/7/1979,1979,6,complete skeleton,CA,Orange Co,Orange County
11238,DC1169,F,NA,,SS,,,NA,"BABBITT, J P",10 SEP 1890,Parulidae,Dendroica striata,Dendroica,,UNITED STATES MASSACHUSETTS BRISTOL CO NA TAUNTON,MASSACHUSETTS,BRISTOL CO,,41.9,-71.1,1890-09-10,1890,9,study skin,MA,Bristol Co,Bristol County
56774,1519,M,NA,,SS,,,NA,"KOVACS, A",10-Sep-61,Laridae,Larus maculipennis,Larus,,ARGENTINA CHUBUT PROV  NA EL HOYO,CHUBUT PROV,,,-43.3,-70,9/10/1961,1961,9,study skin,NA,,
36631,28894,F,NA,,SS,,,NA,"CARRIKER, M A JR",27-Oct-58,Tyrannidae,Camptostoma obsoletum,Camptostoma,caucae,COLOMBIA HUILA  NA PITAL,HUILA,,700 M,2.27,-75.82,10/27/1958,1958,10,study skin,NA,,
23214,2401,M,NA,Immature,SS,,,NA,"HEMBREE, D V",1-Oct-18,Parulidae,Dendroica palmarum,Dendroica,palmarum,UNITED STATES GEORGIA FULTON CO NA ROSWELL,GEORGIA,FULTON CO,,34.023201,-84.3616257,10/1/1918,1918,10,study skin,GA,Fulton Co,Fulton County
52178,,F,NA,,SS,,,NA,"PARTRIDGE, W H",26-Oct-59,Tyrannidae,Elaenia mesoleuca,Elaenia,,ARGENTINA MISIONES PROV  NA ARROYO URUGUA-I,MISIONES PROV,,,-25.9,-54.6,10/26/1959,1959,10,study skin,NA,,
30090,750,M,NA,,SS,,,NA,"DENTE, E",16-Mar-57,Emberizidae,Sporophila leucoptera,Sporophila,cinereola,BRAZIL ALAGOAS  NA USINA SINIMBU,ALAGOAS,,,-9.92,-36.13,3/16/1957,1957,3,study skin,NA,,
83484,3924,M,NA,Adult,SS,,,NA,"ARVEY, M DALE",15-Dec-71,Emberizidae,Sporophila americana,Sporophila,ophthalmica,ECUADOR ESMERALDAS PROV  NA BORBON,ESMERALDAS PROV,,,1.1,-78.98,12/15/1971,1971,12,study skin,NA,,
46510,19696,F,NA,,SS,,,NA,"PARTRIDGE, W H",24-Aug-59,Tinamidae,Crypturellus tataupa,Crypturellus,tataupa,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,8/24/1959,1959,8,study skin,NA,,
87828,USCR02840,U,NA,,AL,,,NA,"MC LAUGHLIN, TRUXAL, STARRETT",14-May-64,Apodidae,Cypseloides rutilus,Cypseloides,ssp,COSTA RICA PUNTARENAS PROV  NA MONTEVERDE,PUNTARENAS PROV,,1380 M,10.1,-83.43,5/14/1964,1964,5,entire specimen preserved in alcohol,NA,,
58860,11771,M,NA,,SS,,,NA,"ANDERSEN, T",17-Nov-64,Muscicapidae,Bradornis pallidus,Bradornis,griseus,TANZANIA RUVUMA REGN SONGEA DIST NA NAMABENGO,RUVUMA REGN,SONGEA DIST,3500 F,-10.55,35.85,11/17/1964,1964,11,study skin,NA,Songea Dist,Songea Dist
8849,DC553,M,NA,,SS,,,NA,"ANTHONY, A W",06 JAN 1896,Emberizidae,Passerculus sandwichensis,Passerculus,rostratus,UNITED STATES CALIFORNIA SAN DIEGO CO NA SAN DIEGO,CALIFORNIA,SAN DIEGO CO,,32.75,-117.16,1896-01-06,1896,1,study skin,CA,San Diego Co,San Diego County
120255,48650,M,8350,Juvenile,SS,,LT=9X2; RT=7X2,800,WETLANDS AND WILDLIFE CARE CENTER,30-May-15,Accipitridae,Buteo jamaicensis,Buteo,calurus,UNITED STATES CALIFORNIA ORANGE CO NA ,CALIFORNIA,ORANGE CO,,NA,NA,5/30/2015,2015,5,study skin,CA,Orange Co,Orange County
102196,764,M,NA,,SS,,T = <1 MM,5.2,"RAITT, R J",26-Jul-63,Aegithalidae,Psaltriparus minimus,Psaltriparus,lloydi,MEXICO SONORA  NA HUACHINERA,SONORA,,<5800 FT,30.1168314,-108.987227,7/26/1963,1963,7,study skin,NA,,
10412,1010,F,NA,,SS,,,NA,"DAGGETT, F S",28 JUN 1894,Bombycillidae,Bombycilla cedrorum,Bombycilla,,UNITED STATES WISCONSIN EAU CLAIRE CO NA AUGUSTA,WISCONSIN,EAU CLAIRE CO,,44.6802635,-91.1198502,1894-06-28,1894,6,study skin,WI,Eau Claire Co,Eau Claire County
31232,28233,M,NA,,SS,,,NA,"CARRIKER, M A JR",15-May-58,Trochilidae,Threnetes ruckeri,Threnetes,ruckeri,COLOMBIA NARINO  NA LA GUAYACANA,NARINO,,600 M,1.43,-78.45,5/15/1958,1958,5,study skin,NA,,
51414,,M,NA,,SS,,,NA,"PARTRIDGE, W H",10-Nov-59,Tyrannidae,Lathrotriccus euleri,Lathrotriccus,euleri,ARGENTINA MISIONES PROV  NA ARROYO URUGUA-I,MISIONES PROV,,,-25.9,-54.6,11/10/1959,1959,11,study skin,NA,,
15712,,F,NA,,SS,,,NA,"SMITH, AUSTIN",23-Jan-29,Troglodytidae,Thryothorus modestus,Thryothorus,modestus,COSTA RICA CARTAGO PROV  NA CARTAGO,CARTAGO PROV,,5500 F,9.87,-83.92,1/23/1929,1929,1,study skin,NA,,
97531,,M,NA,,SS,,,NA,"PARTRIDGE, W H",23-Oct-59,Formicariidae,Thamnophilus caerulescens,Thamnophilus,caerulescens,ARGENTINA MISIONES PROV  NA ARROYO URUGUA-I,MISIONES PROV,,,-25.9,-54.6,10/23/1959,1959,10,study skin,NA,,
5188,5779,F,NA,,SO,,,NA,"DAGGETT, F S",22-Aug-14,Laridae,Chlidonias niger,Chlidonias,surinamensis,UNITED STATES CALIFORNIA ORANGE CO NA HUNTINGTON BEACH,CALIFORNIA,ORANGE CO,,33.6666667,-118,8/22/1914,1914,8,partial skeleton,CA,Orange Co,Orange County
31401,1029,M,NA,,SS,,,NA,"DENTE, E",7-May-58,Laridae,Phaetusa simplex,Phaetusa,simplex,BRAZIL BAHIA  NA BARRA,BAHIA,,,-11.08,-43.17,5/7/1958,1958,5,study skin,NA,,
15581,,M,NA,,SS,,,NA,"COLBURN, A E AND O W HOWARD",25-Oct-28,Parulidae,Dendroica petechia,Dendroica,aureola,COSTA RICA PUNTARENAS COCOS IS NA ,PUNTARENAS,COCOS IS,,5.53,-87.07,10/25/1928,1928,10,study skin,NA,Cocos Is,Cocos Is
82580,,M,NA,Immature,SS,,TSE,16,"KYONGO, J N AND J ITHIA",12-Jul-72,Pycnonotidae,Pycnonotus latirostris,Pycnonotus,eugenius,KENYA WESTERN PROV KAKAMEGA DIST NA KAKAMEGA FOREST,WESTERN PROV,KAKAMEGA DIST,,0.27,34.88,7/12/1972,1972,7,study skin,NA,Kakamega Dist,Kakamega Dist
65120,IF670,M,NA,Adult,SS,,TNE,64,"GLEN, R M",25-Mar-67,Cuculidae,Ceuthmochares aereus,Ceuthmochares,aereus,UGANDA KIGEZI DIST  NA ITAMA MINE,KIGEZI DIST,,5300 F,-0.98,29.68,3/25/1967,1967,3,study skin,NA,,
109624,65,M,NA,,SN,,,43.7,"CAMPBELL, K E",7-Feb-70,Emberizidae,Saltator maximus,Saltator,ssp,ECUADOR GUAYAS PROV  NA MANGLARALTO,GUAYAS PROV,,,NA,NA,2/7/1970,1970,2,complete skeleton,NA,,
31739,44,M,NA,,SS,,,NA,"DENTE, E",11-Mar-58,Icteridae,Gnorimopsar chopi,Gnorimopsar,sulcirostris,BRAZIL BAHIA  NA BURITIRAMA,BAHIA,,,-10.72,-43.65,3/11/1958,1958,3,study skin,NA,,
108101,15,M,NA,,SN,,,12.9,"STOLZENBURG, K",7-Jul-85,Pipridae,Corapipo altera,Corapipo,,COSTA RICA ALAJUELA PROV  NA CANAS,ALAJUELA PROV,,750 M,NA,NA,7/7/1985,1985,7,complete skeleton,NA,,
105159,,M,4936,,FB,,,75,"GARRETT, K L",2-Aug-89,Scolopacidae,Tringa melanoleuca,Tringa,,UNITED STATES CALIFORNIA LOS ANGELES CO NA LANCASTER,CALIFORNIA,LOS ANGELES CO,,34.6980419,-118.1367378,8/2/1989,1989,8,flat skin and complete skeleton,CA,Los Angeles Co,Los Angeles County
118379,28924,M,NA,,SN,,,NA,SAN DIEGO ZOOLOGICAL SOCIETY,28-Feb-91,Alcedinidae,Halcyon smyrnensis,Halcyon,fusca,   NA ,,,,NA,NA,2/28/1991,1991,2,complete skeleton,NA,,
121890,8808186,M,NA,,SN,C = 44.7; W = 370; T = 51.2; TAIL = 135,LT = 8.8 X 4.7,875,,13-Aug-88,Procellariidae,Fulmarus glacialoides,Fulmarus,,   NA SCOTIA-WEDDELL SEA CONFLUENCE,,,,-59.08,-48,8/13/1988,1988,8,complete skeleton,NA,,
65186,IF389,F,NA,,SS,,ONE,53,"WILLIAMS, A E",25-Mar-67,Phoeniculidae,Phoeniculus bollei,Phoeniculus,jacksoni,UGANDA KIGEZI DIST  NA ITAMA MINE,KIGEZI DIST,,5300 F,-0.98,29.68,3/25/1967,1967,3,study skin,NA,,
62275,,M,NA,Adult,SS,,,NA,,11-Feb-14,Nectariniidae,Nectarinia asiatica,Nectarinia,brevirostris,MUSCAT AND OMAN EASTERN HAJA  NA MUSCAT,EASTERN HAJA,,,23.62,58.63,2/11/1914,1914,2,study skin,NA,,
60258,,M,NA,,SS,,,NA,PHIBIOSCO,00 MAR 1959,Nectariniidae,Nectarinia sperata,Nectarinia,sperata,PHILIPPINE IS POLILLO IS QUEZON PROV NA ,POLILLO IS,QUEZON PROV,,14.83,121.95,NA,NA,NA,study skin,NA,Quezon Prov,Quezon Prov
28258,339,M,NA,,SS,,,NA,"BERLA, H F",00 JUN 1951,Emberizidae,Saltator maximus,Saltator,maximus,BRAZIL MINAS GERAIS  NA RAUL SOARES,MINAS GERAIS,,,-20.08,-42.37,NA,NA,NA,study skin,NA,,
54307,20091,M,NA,,SS,,,NA,"PARTRIDGE, W H",28-Aug-59,Emberizidae,Amaurospiza moesta,Amaurospiza,,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,8/28/1959,1959,8,study skin,NA,,
35307,16687,M,NA,,SS,,,NA,"STAGER, K E",25-Aug-58,Sulidae,Sula leucogaster,Sula,nesiotes,CLIPPERTON IS   NA ,,,,10.33,-109.22,8/25/1958,1958,8,study skin,NA,,
8354,727,M,NA,,SS,,,NA,"HOOVER, T J",5-Apr-01,Fringillidae,Carduelis tristis,Carduelis,salicamans,UNITED STATES CALIFORNIA SANTA CLARA CO NA PALO ALTO,CALIFORNIA,SANTA CLARA CO,,37.3815384,-122.1799774,4/5/1901,1901,4,study skin,CA,Santa Clara Co,Santa Clara County
118676,,U,NA,Juvenile,SN,,,NA,"HUCKABY, D",21-Jul-86,Mimidae,Mimus polyglottos,Mimus,,UNITED STATES CALIFORNIA LOS ANGELES CO NA SIGNAL HILL,CALIFORNIA,LOS ANGELES CO,,NA,NA,7/21/1986,1986,7,complete skeleton,CA,Los Angeles Co,Los Angeles County
109196,,M,NA,Immature,SS,WINGSPAN=52.0,LT= 5 X 1; RT= 4 X 1,98,"HEINDEL, T S",14-Nov-94,Accipitridae,Accipiter striatus,Accipiter,velox,UNITED STATES CALIFORNIA INYO CO NA BIG PINE,CALIFORNIA,INYO CO,,37.1661072,-118.2940292,11/14/1994,1994,11,study skin,CA,Inyo Co,Inyo County
101568,SLM363,F,NA,,SN,C:43.5;W:227.0;T:37.8;TAIL:77.0,OV = 20 X 9,715,"NICHOLS, W F",31-Dec-83,Anatidae,Anas strepera,Anas,strepera,UNITED STATES CALIFORNIA VENTURA CO NA POINT MUGU,CALIFORNIA,VENTURA CO,,34.1200474,-119.0828704,12/31/1983,1983,12,complete skeleton,CA,Ventura Co,Ventura County
102560,83-212,M,NA,,SN,,,305,"AINLEY, D G",23-Nov-83,Procellariidae,Pagodroma nivea,Pagodroma,ssp,   NA SCOTIA-WEDDELL SEA CONFLUENCE,,,,-60.03,-38.35,11/23/1983,1983,11,complete skeleton,NA,,
26274,,M,NA,Adult,SS,,,NA,"WILLIAMS, J G",29-Aug-54,Picidae,Dendrocopos obsoletus,Dendrocopos,ingens,KENYA NYANZA PROV KISUMU DIST NA KISUMU VIC,NYANZA PROV,KISUMU DIST,4800 F,-0.1,34.75,8/29/1954,1954,8,study skin,NA,Kisumu Dist,Kisumu Dist
3676,2579,F,NA,,SS,,,NA,"HORNUNG, J",14-Oct-19,Bombycillidae,Phainopepla nitens,Phainopepla,lepida,UNITED STATES CALIFORNIA RIVERSIDE CO NA NEIGHBORS,CALIFORNIA,RIVERSIDE CO,,33.5738182,-114.6567764,10/14/1919,1919,10,study skin,CA,Riverside Co,Riverside County
83406,3908,M,NA,,SS,,,NA,"ARVEY, M DALE",11-Dec-71,Ramphastidae,Selenidera spectabilis,Selenidera,,ECUADOR ESMERALDAS PROV  NA LA CHIQUITA,ESMERALDAS PROV,,,1.17,-78.67,12/11/1971,1971,12,study skin,NA,,
33362,15339,M,NA,,SS,,,NA,"STAGER, K E AND DAVIDSON, J",7-Aug-54,Burhinidae,Burhinus magnirostris,Burhinus,magnirostris,AUSTRALIA QUEENSLAND  NA ST LAWRENCE,QUEENSLAND,,,-22.32,149.5,8/7/1954,1954,8,study skin,NA,,
3254,,M,NA,,SS,,,NA,"WYMAN, L E",13-May-19,Laridae,Larus occidentalis,Larus,wymani,UNITED STATES CALIFORNIA ORANGE CO NA NEWPORT BEACH,CALIFORNIA,ORANGE CO,,33.6333333,-117.9166667,5/13/1919,1919,5,study skin,CA,Orange Co,Orange County
99430,20473,M,NA,,SS,,,NA,"PARTRIDGE, W H",30-Aug-59,Tyrannidae,Phylloscartes ventralis,Phylloscartes,ssp,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,8/30/1959,1959,8,study skin,NA,,
36237,28745,M,NA,,SS,,,NA,"CARRIKER, M A JR",14-Oct-58,Trochilidae,Lafresnaya lafresnayi,Lafresnaya,lafresnayi,COLOMBIA CAUCA  NA PARAMO DE PURACE,CAUCA,,3500 M,2.4,-76.45,10/14/1958,1958,10,study skin,NA,,
91416,,U,NA,,AL,,,NA,"HATTENBACH, D",16-Mar-80,Trochilidae,Calypte anna,Calypte,,UNITED STATES CALIFORNIA LOS ANGELES CO NA SANTA MONICA CANYON,CALIFORNIA,LOS ANGELES CO,,34.0453344,-118.5033416,3/16/1980,1980,3,entire specimen preserved in alcohol,CA,Los Angeles Co,Los Angeles County
97829,17912,F,NA,,SS,,,NA,"PARTRIDGE, W H",7-Aug-59,Formicariidae,Dysithamnus mentalis,Dysithamnus,mentalis,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,8/7/1959,1959,8,study skin,NA,,
