"","X.2","catalog","genus","species","sex","date","country","county","state","loc","tl","ws","wc","ossif","wt","description","skin","skeleton","tissue","wing","ethanol","year","month","decade","collection","order","family","locality","Sex","X.1","X","lacm","field","laf","age","specnat","measure","gonads","coll","datecoll","spp","ele","lat","lng","Description","abv","cty","cty2","nat","mount","name"
"63",108,8559,"Eremophila","Eremophila alpestris","M","1939-03-11","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,36.5999984741,"study skin","skin_study",NA,NA,NA,NA,1939,3,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8559"
"64",109,8560,"Eremophila","Eremophila alpestris","F","1939-03-11","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,29.2999992371,"study skin","skin_study",NA,NA,NA,NA,1939,3,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8560"
"65",110,8561,"Eremophila","Eremophila alpestris","F","1939-03-11","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,30,"study skin","skin_study",NA,NA,NA,NA,1939,3,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8561"
"66",111,8562,"Eremophila","Eremophila alpestris","F","1939-03-11","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,34,"study skin","skin_study",NA,NA,NA,NA,1939,3,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8562"
"67",112,8563,"Eremophila","Eremophila alpestris","F","1939-03-11","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,31.5,"study skin","skin_study",NA,NA,NA,NA,1939,3,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8563"
"68",113,8564,"Eremophila","Eremophila alpestris","F","1939-03-11","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,34,"study skin","skin_study",NA,NA,NA,NA,1939,3,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8564"
"69",114,8565,"Eremophila","Eremophila alpestris","F","1939-03-11","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,31.5,"study skin","skin_study",NA,NA,NA,NA,1939,3,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8565"
"70",115,8566,"Eremophila","Eremophila alpestris","F","1939-03-11","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,36.2999992371,"study skin","skin_study",NA,NA,NA,NA,1939,3,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8566"
"71",116,8567,"Eremophila","Eremophila alpestris","F","1939-03-11","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,35.0999984741,"study skin","skin_study",NA,NA,NA,NA,1939,3,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8567"
"72",117,8568,"Eremophila","Eremophila alpestris","F","1939-03-11","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,35.7999992371,"study skin","skin_study",NA,NA,NA,NA,1939,3,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8568"
"73",118,8569,"Eremophila","Eremophila alpestris","F","1939-03-11","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,34.5,"study skin","skin_study",NA,NA,NA,NA,1939,3,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8569"
"74",119,8570,"Eremophila","Eremophila alpestris","F","1939-03-11","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,33.7999992371,"study skin","skin_study",NA,NA,NA,NA,1939,3,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8570"
"75",120,8571,"Eremophila","Eremophila alpestris","F","1939-03-11","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,25.7999992371,"study skin","skin_study",NA,NA,NA,NA,1939,3,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8571"
"76",121,8572,"Eremophila","Eremophila alpestris","F","1939-03-11","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,34.2999992371,"study skin","skin_study",NA,NA,NA,NA,1939,3,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8572"
"77",122,8573,"Eremophila","Eremophila alpestris","F","1939-03-11","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,33.2000007629,"study skin","skin_study",NA,NA,NA,NA,1939,3,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8573"
"78",123,8574,"Eremophila","Eremophila alpestris","F","1939-03-11","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,31.5,"study skin","skin_study",NA,NA,NA,NA,1939,3,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8574"
"79",124,8575,"Eremophila","Eremophila alpestris","F","1939-03-11","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,31.3999996185,"study skin","skin_study",NA,NA,NA,NA,1939,3,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8575"
"80",125,8576,"Eremophila","Eremophila alpestris","M","1939-03-11","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,36,"study skin","skin_study",NA,NA,NA,NA,1939,3,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8576"
"81",126,8577,"Eremophila","Eremophila alpestris","M","1939-03-11","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,37,"study skin","skin_study",NA,NA,NA,NA,1939,3,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8577"
"82",127,8578,"Eremophila","Eremophila alpestris","M","1939-03-11","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,34,"study skin","skin_study",NA,NA,NA,NA,1939,3,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8578"
"83",128,8579,"Eremophila","Eremophila alpestris","M","1939-03-11","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,37.0999984741,"study skin","skin_study",NA,NA,NA,NA,1939,3,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8579"
"84",129,8580,"Eremophila","Eremophila alpestris","M","1939-03-11","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,35,"study skin","skin_study",NA,NA,NA,NA,1939,3,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8580"
"85",130,8581,"Eremophila","Eremophila alpestris","M","1939-03-11","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,38.2000007629,"study skin","skin_study",NA,NA,NA,NA,1939,3,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8581"
"86",131,8582,"Eremophila","Eremophila alpestris","M","1939-03-11","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,35,"study skin","skin_study",NA,NA,NA,NA,1939,3,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8582"
"87",132,8583,"Eremophila","Eremophila alpestris","M","1940-03-15","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,41.5,"study skin","skin_study",NA,NA,NA,NA,1940,3,1940,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8583"
"88",133,8584,"Eremophila","Eremophila alpestris","F","1940-03-15","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,38,"study skin","skin_study",NA,NA,NA,NA,1940,3,1940,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8584"
"89",134,8585,"Eremophila","Eremophila alpestris","M","1940-03-19","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,38,"study skin","skin_study",NA,NA,NA,NA,1940,3,1940,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8585"
"90",135,8586,"Eremophila","Eremophila alpestris","F","1940-03-17","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,30.5,"study skin","skin_study",NA,NA,NA,NA,1940,3,1940,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8586"
"91",136,8587,"Eremophila","Eremophila alpestris","F","1940-04-06","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,38,"study skin","skin_study",NA,NA,NA,NA,1940,4,1940,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8587"
"92",137,8588,"Eremophila","Eremophila alpestris","M","1940-04-06","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,36,"study skin","skin_study",NA,NA,NA,NA,1940,4,1940,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8588"
"93",138,8589,"Eremophila","Eremophila alpestris","M","1940-05-27","United States","Tompkins County","New York","Town of Ithaca",NA,NA,102.5,NA,34.5,"study skin","skin_study",NA,NA,NA,NA,1940,5,1940,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8589"
"94",139,8590,"Eremophila","Eremophila alpestris","M","1940-05-27","United States","Tompkins County","New York","Town of Ithaca",NA,NA,102,NA,36.4000015259,"study skin","skin_study",NA,NA,NA,NA,1940,5,1940,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8590"
"95",140,8591,"Eremophila","Eremophila alpestris","F","1940-05-27","United States","Tompkins County","New York","Town of Ithaca",NA,NA,95,NA,36,"study skin","skin_study",NA,NA,NA,NA,1940,5,1940,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8591"
"96",141,8592,"Eremophila","Eremophila alpestris","F","1940-05-27","United States","Tompkins County","New York","Town of Ithaca",NA,NA,97.5,NA,36.9000015259,"study skin","skin_study",NA,NA,NA,NA,1940,5,1940,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8592"
"97",142,8593,"Eremophila","Eremophila alpestris","M","1939-12-16","United States","Tompkins County","New York","Town of Ithaca",NA,NA,105,NA,39.2999992371,"study skin","skin_study",NA,NA,NA,NA,1939,12,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8593"
"98",143,8594,"Eremophila","Eremophila alpestris","M","1939-12-16","United States","Tompkins County","New York","Town of Ithaca",NA,NA,102,NA,36.2999992371,"study skin","skin_study",NA,NA,NA,NA,1939,12,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8594"
"99",144,8595,"Eremophila","Eremophila alpestris","M","1939-12-16","United States","Tompkins County","New York","Town of Ithaca",NA,NA,106.5,NA,38.2999992371,"study skin","skin_study",NA,NA,NA,NA,1939,12,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8595"
"100",145,8596,"Eremophila","Eremophila alpestris","M","1939-12-16","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,37.5,"study skin","skin_study",NA,NA,NA,NA,1939,12,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8596"
"101",146,8597,"Eremophila","Eremophila alpestris","M","1939-12-16","United States","Tompkins County","New York","Town of Ithaca",NA,NA,106,NA,40,"study skin","skin_study",NA,NA,NA,NA,1939,12,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8597"
"102",147,8598,"Eremophila","Eremophila alpestris","M","1939-12-16","United States","Tompkins County","New York","Town of Ithaca",NA,NA,103,NA,40.9000015259,"study skin","skin_study",NA,NA,NA,NA,1939,12,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8598"
"103",148,8599,"Eremophila","Eremophila alpestris","M","1939-12-16","United States","Tompkins County","New York","Town of Ithaca",NA,NA,105,NA,43.5,"study skin","skin_study",NA,NA,NA,NA,1939,12,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8599"
"104",149,8600,"Eremophila","Eremophila alpestris","F",NA,"United States","Tompkins County","New York","Town of Ithaca",NA,NA,96,NA,31.2000007629,"study skin","skin_study",NA,NA,NA,NA,NA,NA,NA,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8600"
"105",150,8601,"Eremophila","Eremophila alpestris","F",NA,"United States","Tompkins County","New York","Town of Ithaca",NA,NA,98,NA,31.7000007629,"study skin","skin_study",NA,NA,NA,NA,NA,NA,NA,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8601"
"106",151,8602,"Eremophila","Eremophila alpestris","F",NA,"United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,36.7999992371,"study skin","skin_study",NA,NA,NA,NA,NA,NA,NA,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8602"
"107",153,8604,"Eremophila","Eremophila alpestris","M","1930-02-20","United States","Tompkins County","New York","Town of Ithaca",190,330,104,NA,33.7000007629,"study skin","skin_study",NA,NA,NA,NA,1930,2,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8604"
"108",154,8605,"Eremophila","Eremophila alpestris","M","1930-02-20","United States","Tompkins County","New York","Town of Ithaca",180,NA,104,NA,35.5,"study skin","skin_study",NA,NA,NA,NA,1930,2,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8605"
"109",155,8606,"Eremophila","Eremophila alpestris","F","1930-02-20","United States","Tompkins County","New York","Town of Ithaca",170,310,98,NA,33.5,"study skin","skin_study",NA,NA,NA,NA,1930,2,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8606"
"110",156,8607,"Eremophila","Eremophila alpestris","M","1934-02-25","United States","Tompkins County","New York","Town of Ithaca",165,NA,104,NA,35.5,"study skin","skin_study",NA,NA,NA,NA,1934,2,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8607"
"111",157,8608,"Eremophila","Eremophila alpestris","F","1940-03-07","United States","Tompkins County","New York","Ithaca, Richard E. Reynolds Game Farm, ~ 1.25 km SW Varna, corner of Game Farm and Stevenson Roads",NA,NA,NA,NA,35.5,"study skin","skin_study",NA,NA,NA,NA,1940,3,1940,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Ithaca, Richard E. Reynolds Game Farm, ~ 1.25 km SW Varna, corner of Game Farm and Stevenson Roads","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8608"
"112",158,8609,"Eremophila","Eremophila alpestris","M","1940-03-10","United States","Tompkins County","New York","Ithaca, Polo field",NA,NA,NA,NA,37,"study skin","skin_study",NA,NA,NA,NA,1940,3,1940,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Ithaca, Polo field","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8609"
"113",159,8610,"Eremophila","Eremophila alpestris","M","1940-06-01","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,30.6000003815,"study skin","skin_study",NA,NA,NA,NA,1940,6,1940,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8610"
"114",160,8611,"Eremophila","Eremophila alpestris","F","1940-06-01","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,30.8999996185,"study skin","skin_study",NA,NA,NA,NA,1940,6,1940,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8611"
"115",161,8612,"Eremophila","Eremophila alpestris","M","1934-02-22","United States","Tompkins County","New York","Town of Ithaca",180,325,103,NA,36,"study skin","skin_study",NA,NA,NA,NA,1934,2,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8612"
"116",162,8613,"Eremophila","Eremophila alpestris","M","1934-02-20","United States","Tompkins County","New York","Town of Ithaca",188,343,109.5,NA,43.2000007629,"study skin","skin_study",NA,NA,NA,NA,1934,2,1930,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 8613"
"117",258,9000,"Eremophila","Eremophila alpestris","M","1940-11-29","United States","Tompkins County","New York","Town of Ithaca",NA,NA,NA,NA,41.7000007629,"study skin","skin_study",NA,NA,NA,NA,1940,11,1940,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 9000"
"118",259,9001,"Eremophila","Eremophila alpestris","M","1940-11-29","United States","Tompkins County","New York","Town of Ithaca",NA,NA,104,NA,41.7000007629,"study skin","skin_study",NA,NA,NA,NA,1940,11,1940,"CUMV","Passeriformes","Alaudidae","United States New York Tompkins County Town of Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 9001"
"119",264,9156,"Eremophila","Eremophila alpestris","M","1940-06-18","Canada",NA,"Manitoba","Churchill",NA,NA,NA,NA,28.2999992371,"study skin","skin_study",NA,NA,NA,NA,1940,6,1940,"CUMV","Passeriformes","Alaudidae","Canada Manitoba NA Churchill","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 9156"
"120",265,9157,"Eremophila","Eremophila alpestris","M","1940-07-03","Canada",NA,"Manitoba","Churchill",NA,NA,NA,NA,40,"study skin","skin_study",NA,NA,NA,NA,1940,7,1940,"CUMV","Passeriformes","Alaudidae","Canada Manitoba NA Churchill","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 9157"
