"","X.2","catalog","genus","species","sex","date","country","county","state","loc","tl","ws","wc","ossif","wt","description","skin","skeleton","tissue","wing","ethanol","year","month","decade","collection","order","family","locality","Sex","X.1","X","lacm","field","laf","age","specnat","measure","gonads","coll","datecoll","spp","ele","lat","lng","Description","abv","cty","cty2","nat","mount","name"
"450",1711,112403,"Melospiza","Melospiza melodia","F","2003-03-09","UNITED STATES","Santa Barbara County","California",NA,NA,NA,NA,NA,16.8,"complete skeleton",NA,"skel_full",NA,NA,NA,2003,3,2000,"LACM","Passeriformes","Passerellidae","UNITED STATES CALIFORNIA SANTA BARBARA CO NA LOMPOC","F",4215,4215,112403,"",NA,"Unassigned","SN","C=11.0; W=57; T=21.6; TAIL=57","OV= 5.5 X 4.0, SMOOTH","FEINER, A K","09 MAR 2003","cooperi","",34.6445847,-120.4583969,"complete skeleton","CA","Santa Barbara Co","Santa Barbara County","skeleton",NA,"LACM 112403"
"451",1712,112717,"Melospiza","Melospiza melodia","F","2002-12-14","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,23.2,"study skin","skin_study",NA,NA,NA,NA,2002,12,2000,"LACM","Passeriformes","Passerellidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA MALIBU","F",4216,4216,112717,"",NA,"Unassigned","SS","","OV= 2 X 1","MUELLER, P","14 DEC 2002","cooperi","",34.0347371,-118.7354278,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 112717"
"452",1713,112731,"Melospiza","Melospiza melodia","M","2003-06-06","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,19,"study skin","skin_study",NA,NA,NA,NA,2003,6,2000,"LACM","Passeriformes","Passerellidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA MALIBU","M",4217,4217,112731,"354",NA,"Unassigned","SS","","T= 8 X 2","SAKAI, W","06 JUN 2003","cooperi","",34.0347371,-118.7354278,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 112731"
"453",1740,110917,"Melospiza","Melospiza melodia","F","1998-10-04","UNITED STATES","Inyo County","California",NA,NA,NA,NA,NA,22.2,"study skin","skin_study",NA,NA,NA,NA,1998,10,1990,"LACM","Passeriformes","Passerellidae","UNITED STATES CALIFORNIA INYO CO NA BISHOP","F",4244,4244,110917,"",NA,"Unassigned","SS","","OV= 2, SMOOTH","PARKER, D","04 OCT 1998","fisherella","",37.3652992,-118.3957214,"study skin","CA","Inyo Co","Inyo County","study skin",NA,"LACM 110917"
"454",1799,105934,"Melospiza","Melospiza melodia","M","1990-12-16","UNITED STATES","Lake County","California",NA,NA,NA,NA,NA,22,"study skin","skin_study",NA,NA,NA,NA,1990,12,1990,"LACM","Passeriformes","Passerellidae","UNITED STATES CALIFORNIA LAKE CO NA MIDDLETOWN","M",6703,6703,105934,"",5378,"Unassigned","SS","","T = 1","SCHREIBER, E A AND SCHENK, G A","16 DEC 1990","ssp","",38.7523041,-122.6160965,"study skin","CA","Lake Co","Lake County","study skin",NA,"LACM 105934"
"455",1800,105936,"Melospiza","Melospiza melodia","M","1990-12-16","UNITED STATES","Lake County","California",NA,NA,NA,NA,NA,26,"study skin","skin_study",NA,NA,NA,NA,1990,12,1990,"LACM","Passeriformes","Passerellidae","UNITED STATES CALIFORNIA LAKE CO NA MIDDLETOWN","M",6704,6704,105936,"",5368,"Unassigned","SS","","T = 1","SCHREIBER, E A AND SCHENK, G A","16 DEC 1990","ssp","",38.7523041,-122.6160965,"study skin","CA","Lake Co","Lake County","study skin",NA,"LACM 105936"
"456",1801,105932,"Melospiza","Melospiza melodia","F","1990-11-12","UNITED STATES","Lake County","California",NA,NA,NA,NA,NA,24.5,"study skin","skin_study",NA,NA,NA,NA,1990,11,1990,"LACM","Passeriformes","Passerellidae","UNITED STATES CALIFORNIA LAKE CO NA MIDDLETOWN","F",6795,6795,105932,"",5418,"Unassigned","SS","","OVARY OPAQUE","SCHREIBER, E A AND SCHENK, G A","12 NOV 1990","ssp","",38.7523041,-122.6160965,"study skin","CA","Lake Co","Lake County","study skin",NA,"LACM 105932"
"457",1802,105933,"Melospiza","Melospiza melodia","M","1990-11-12","UNITED STATES","Lake County","California",NA,NA,NA,NA,NA,26,"study skin","skin_study",NA,NA,NA,NA,1990,11,1990,"LACM","Passeriformes","Passerellidae","UNITED STATES CALIFORNIA LAKE CO NA MIDDLETOWN","M",6796,6796,105933,"",5419,"Unassigned","SS","","T = <1","SCHREIBER, E A AND SCHENK, G A","12 NOV 1990","ssp","",38.7523041,-122.6160965,"study skin","CA","Lake Co","Lake County","study skin",NA,"LACM 105933"
"458",1803,105931,"Melospiza","Melospiza melodia","M","1990-11-12","UNITED STATES","Lake County","California",NA,NA,NA,NA,NA,23,"study skin","skin_study",NA,NA,NA,NA,1990,11,1990,"LACM","Passeriformes","Passerellidae","UNITED STATES CALIFORNIA LAKE CO NA MIDDLETOWN","M",6798,6798,105931,"",5379,"Unassigned","SS","","T = <1","SCHREIBER, E A AND SCHENK, G A","12 NOV 1990","ssp","",38.7523041,-122.6160965,"study skin","CA","Lake Co","Lake County","study skin",NA,"LACM 105931"
"459",1804,105935,"Melospiza","Melospiza melodia","F","1990-12-16","UNITED STATES","Lake County","California",NA,NA,NA,NA,NA,20.5,"study skin","skin_study",NA,NA,NA,NA,1990,12,1990,"LACM","Passeriformes","Passerellidae","UNITED STATES CALIFORNIA LAKE CO NA MIDDLETOWN","F",6817,6817,105935,"",5381,"Unassigned","SS","","OVARY GRANULAR","SCHREIBER, E A AND SCHENK, G A","16 DEC 1990","ssp","",38.7523041,-122.6160965,"study skin","CA","Lake Co","Lake County","study skin",NA,"LACM 105935"
"460",1805,115554,"Melospiza","Melospiza melodia","F","2009-11-22","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,14,"complete skeleton",NA,"skel_full",NA,NA,NA,2009,11,2000,"LACM","Passeriformes","Passerellidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA CALABASAS","F",6821,6821,115554,"09-2570",7465,"Unassigned","SN","C=10; W=61; T=20; TAIL=70","OV = 2.5 X 1.5, SMOOTH","CALIFORNIA WILDLIFE CENTER","22 NOV 2009","cooperi","",NA,NA,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 115554"
"461",1806,111872,"Melospiza","Melospiza melodia","M","2002-04-02","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,20.3,"study skin","skin_study",NA,NA,NA,NA,2002,4,2000,"LACM","Passeriformes","Passerellidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA LAKE VIEW TERRACE","M",6826,6826,111872,"",6237,"Unassigned","SS","W=65; T=66.5","L+R TESTES= 9 X 6","GARRETT, K L","02 APR 2002","cooperi","",34.2763939,-118.361187,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 111872"
"462",1807,105241,"Melospiza","Melospiza melodia","M","1989-10-27","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,20,"study skin","skin_study",NA,NA,NA,NA,1989,10,1980,"LACM","Passeriformes","Passerellidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA LANCASTER","M",8109,8109,105241,"",4958,"Unassigned","SS","","T = <1","CORADO, R","27 OCT 1989","cooperi","",34.6980419,-118.1367378,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 105241"
"463",1808,109402,"Melospiza","Melospiza melodia","M","1996-04-12","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,19.2,"complete skeleton",NA,"skel_full",NA,NA,NA,1996,4,1990,"LACM","Passeriformes","Passerellidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA LANCASTER","M",8111,8111,109402,"1792",5734,"Unassigned","SN","C:12.6; W:64; T:2137; TAIL:64","LT= 9 X 7, YELLOWISH; RT SMALLER","GARRETT, K L","12 APR 1996","cooperi","",34.6980419,-118.1367378,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 109402"
"464",1810,109274,"Melospiza","Melospiza melodia","F","1996-04-12","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,18.7,"study skin","skin_study",NA,NA,NA,NA,1996,4,1990,"LACM","Passeriformes","Passerellidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA LANCASTER","F",8142,8142,109274,"1808",5742,"Unassigned","SS","","","K L GARRETT","12 APR 1996","cooperi","",34.6980419,-118.1367378,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 109274"
"465",1811,109272,"Melospiza","Melospiza melodia","M","1996-04-12","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,19.7,"study skin","skin_study",NA,NA,NA,NA,1996,4,1990,"LACM","Passeriformes","Passerellidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA LANCASTER","M",8143,8143,109272,"1806",5740,"Unassigned","SS","","L+R TESTES= 10 X 6, YELLOWISH","K L GARRETT","12 APR 1996","cooperi","",34.6980419,-118.1367378,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 109272"
"466",1812,109273,"Melospiza","Melospiza melodia","F","1996-04-12","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,18.9,"study skin","skin_study",NA,NA,NA,NA,1996,4,1990,"LACM","Passeriformes","Passerellidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA LANCASTER","F",8144,8144,109273,"1807",5741,"Unassigned","SS","","LFOLL= 1","K L GARRETT","12 APR 1996","cooperi","",34.6980419,-118.1367378,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 109273"
"467",1813,106040,"Melospiza","Melospiza melodia","M","1990-09-12","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,18.5,"study skin","skin_study",NA,NA,NA,NA,1990,9,1990,"LACM","Passeriformes","Passerellidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA LANCASTER","M",8232,8232,106040,"",5395,"Unassigned","SS","","T = 1","GARRETT, K L","12 SEP 1990","cooperi","",34.6980419,-118.1367378,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 106040"
"468",1814,106041,"Melospiza","Melospiza melodia","F","1990-09-12","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,19,"study skin","skin_study",NA,NA,NA,NA,1990,9,1990,"LACM","Passeriformes","Passerellidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA LANCASTER","F",8233,8233,106041,"",5456,"Unassigned","SS","","OVARY OPAQUE","CORADO, R","12 SEP 1990","cooperi","",34.6980419,-118.1367378,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 106041"
"469",1815,108953,"Melospiza","Melospiza melodia","M","1995-10-21","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,21.4,"study skin","skin_study",NA,NA,NA,NA,1995,10,1990,"LACM","Passeriformes","Passerellidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA PASADENA","M",8247,8247,108953,"1722",5702,"Unassigned","SS","","LT= 1 X 1; RT= <1 X 1","GARRETT, K L","21 OCT 1995","cooperi","",34.1444969,-118.1300507,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 108953"
"470",1816,108952,"Melospiza","Melospiza melodia","F","1995-10-11","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,18.5,"study skin","skin_study",NA,NA,NA,NA,1995,10,1990,"LACM","Passeriformes","Passerellidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA PASADENA","F",8248,8248,108952,"1705",5685,"Unassigned","SS","","OV= 2 X 1, SMOOTH","GARRETT, K L","11 OCT 1995","cooperi","",34.1444969,-118.1300507,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 108952"
"471",1817,111531,"Melospiza","Melospiza melodia","F","2001-08-21","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,18.6,"study skin","skin_study",NA,NA,NA,NA,2001,8,2000,"LACM","Passeriformes","Passerellidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA PASADENA","F",8257,8257,111531,"",6130,"Unassigned","SS","","OVARY= 2.5 X 1, SMOOTH","GARRETT, K L","21 AUG 2001","cooperi","",34.1444969,-118.1300507,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 111531"
"472",1818,108954,"Melospiza","Melospiza melodia","M","1995-11-04","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,19.5,"study skin","skin_study",NA,NA,NA,NA,1995,11,1990,"LACM","Passeriformes","Passerellidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA PASADENA","M",8258,8258,108954,"1735",5715,"Unassigned","SS","","L+R TESTES= 1 X 1, PALE","GARRETT, K L","04 NOV 1995","cooperi","",34.1444969,-118.1300507,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 108954"
"473",1819,108951,"Melospiza","Melospiza melodia","M","1995-10-07","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,19.3,"study skin","skin_study",NA,NA,NA,NA,1995,10,1990,"LACM","Passeriformes","Passerellidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA PASADENA","M",8261,8261,108951,"1706",5686,"Unassigned","SS","","L+R TESTES= <1, PALE","GARRETT, K L","07 OCT 1995","cooperi","",34.1444969,-118.1300507,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 108951"
"474",1821,107891,"Melospiza","Melospiza melodia","F","1994-02-13","UNITED STATES","Imperial County","California",NA,NA,NA,NA,NA,19.4,"study skin","skin_study",NA,NA,NA,NA,1994,2,1990,"LACM","Passeriformes","Passerellidae","UNITED STATES CALIFORNIA IMPERIAL CO NA SALTON SEA","F",8269,8269,107891,"1160",5591,"Unassigned","SS","W:66; TAIL:72","OVARY GRANULAR","MOLINA, K C","13 FEB 1994","fisherella","",33.32555,-115.831393,"study skin","CA","Imperial Co","Imperial County","study skin",NA,"LACM 107891"
"475",1822,110305,"Melospiza","Melospiza melodia","F","1997-09-23","UNITED STATES","Inyo County","California",NA,NA,NA,NA,NA,18,"study skin","skin_study",NA,NA,NA,NA,1997,9,1990,"LACM","Passeriformes","Passerellidae","UNITED STATES CALIFORNIA INYO CO NA DEEP SPRINGS COLLEGE","F",8286,8286,110305,"",5808,"Unassigned","SS","","","HEINDEL, T & J","23 SEP 1997","fisherella","",37.3729538,-117.9846239,"study skin","CA","Inyo Co","Inyo County","study skin",NA,"LACM 110305"
"476",1841,97448,"Catharus","Catharus guttatus","F","1977-11-06","UNITED STATES","Leon County","Florida",NA,NA,NA,NA,NA,30,"complete skeleton",NA,"skel_full",NA,NA,NA,1977,11,1970,"LACM","Passeriformes","Turdidae","UNITED STATES FLORIDA LEON CO NA TALLAHASSEE VIC","F",33784,33784,97448,"",NA,"Unassigned","SN","","","CRAWFORD, R L","06 NOV 1977","faxoni","",30.4392021,-84.2926025,"complete skeleton","FL","Leon Co","Leon County","skeleton",NA,"LACM 97448"
"477",1857,91634,"Catharus","Catharus guttatus","U","1976-10-30","UNITED STATES","Preston County","West Virginia",NA,NA,NA,NA,NA,32,"complete skeleton",NA,"skel_full",NA,NA,NA,1976,10,1970,"LACM","Passeriformes","Turdidae","UNITED STATES WEST VIRGINIA PRESTON CO NA CHESTNUT RIDGE","U",33800,33800,91634,"9",NA,"Unassigned","SN","","","WHITMORE, R C","30 OCT 1976","faxoni","",39.3839817,-79.8134003,"complete skeleton","WV","Preston Co","Preston County","skeleton",NA,"LACM 91634"
"478",1864,114770,"Catharus","Catharus guttatus","M","2006-12-29","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,23.7,"study skin","skin_study",NA,NA,NA,NA,2006,12,2000,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA CULVER CITY","M",33807,33807,114770,"",NA,"Unassigned","SS","","LT= 2 X 1; RT= 1.5 X 1, BLACK","FREEHLING, L","29 DEC 2006","guttatus","",NA,NA,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 114770"
"479",1865,114780,"Catharus","Catharus guttatus","F","2006-01-05","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,23,"study skin","skin_study",NA,NA,NA,NA,2006,1,2000,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA LA CANADA FLINTRIDGE","F",33808,33808,114780,"",NA,"Unassigned","SS","","OV= 6 X 2, SMOOTH","HUNTER, M","05 JAN 2006","guttatus","",NA,NA,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 114780"
"480",1866,114771,"Catharus","Catharus guttatus","M","2007-03-12","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,20.8,"study skin","skin_study",NA,NA,NA,NA,2007,3,2000,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA DOWNEY","M",33810,33810,114771,"",NA,"Unassigned","SS","","L+R T= 1 X 1, BLACK","WATERS, C","12 MAR 2007","guttatus","",NA,NA,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 114771"
"481",1935,100038,"Catharus","Catharus guttatus","M","1982-01-28","UNITED STATES","Riverside County","California",NA,NA,NA,NA,NA,22,"flat skin and complete skeleton","skin_flat","skel_full",NA,NA,NA,1982,1,1980,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA RIVERSIDE CO NA WHITEWATER CANYON","M",33883,33883,100038,"",NA,"Unassigned","FB","C:13;W:91;T:29;TAIL:75","T = 3 X 1","MC KERNAN, R L","28 JAN 1982","guttatus","",33.966259,-116.6490936,"flat skin and complete skeleton","CA","Riverside Co","Riverside County","other",NA,"LACM 100038"
"482",1944,111206,"Catharus","Catharus guttatus","M","2001-02-04","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,20,"study skin","skin_study",NA,NA,NA,NA,2001,2,2000,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA CALABASAS","M",33892,33892,111206,"2001-0030",NA,"Unassigned","SS","","L+R TESTES= 2 X 1.5, BOTH BLACK","CALIFORNIA WILDLIFE CENTER","04 FEB 2001","guttatus","",34.1567078,-118.6395721,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 111206"
"483",1946,110608,"Catharus","Catharus guttatus","M","1994-11-29","UNITED STATES","Orange County","California",NA,NA,NA,NA,NA,17,"study skin","skin_study",NA,NA,NA,NA,1994,11,1990,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA ORANGE CO NA NEWPORT BEACH","M",33895,33895,110608,"3053",NA,"Unassigned","SS","","T= 2 X 1","SCHMITT, N J","29 NOV 1994","guttatus","",33.627202,-117.896901,"study skin","CA","Orange Co","Orange County","study skin",NA,"LACM 110608"
"484",1974,104246,"Catharus","Catharus guttatus","M","1988-04-30","UNITED STATES","Riverside County","California",NA,NA,NA,NA,NA,23,"study skin with body (trunk) skeleton","skin_study","skel_part",NA,NA,NA,1988,4,1980,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA RIVERSIDE CO NA WHITEWATER CANYON","M",33924,33924,104246,"",NA,"Unassigned","KB","C:13.3; W:85.0; T:31.0; TAIL:62.0","T = 3.0 X 2.0","MC KERNAN, R L","30 APR 1988","sequoiensis","",33.966259,-116.6490936,"study skin with body (trunk) skeleton","CA","Riverside Co","Riverside County","study skin",NA,"LACM 104246"
"485",1990,115037,"Catharus","Catharus guttatus","F","1988-03-12","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,37.5,"complete skeleton",NA,"skel_full",NA,NA,NA,1988,3,1980,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA SIERRA MADRE","F",33944,33944,115037,"",NA,"Unassigned","SN","C=13.5; W=91; T=31.1;TAIL=75","OV= 2 X 1","WEXLER, F","12 MAR 1988","ssp","",NA,NA,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 115037"
"486",1991,115237,"Catharus","Catharus guttatus","U","2009-04-22","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,20,"complete skeleton",NA,"skel_full",NA,NA,NA,2009,4,2000,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA SAN DIMAS","U",33945,33945,115237,"",NA,"Unassigned","SN","W=77","","SMITH, C","22 APR 2009","ssp","",NA,NA,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 115237"
"487",1994,115047,"Catharus","Catharus guttatus","F","1997-12-20","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,22,"complete skeleton",NA,"skel_full",NA,NA,NA,1997,12,1990,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA SAN PEDRO","F",33948,33948,115047,"",NA,"Unassigned","SN","W=88; T=28; TAIL=73","OV= 4 X 1.5","JOHANSEN, P","20 DEC 1997","ssp","",NA,NA,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 115047"
"488",1998,103506,"Catharus","Catharus guttatus","M","1986-10-27","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,22,"flat skin and complete skeleton","skin_flat","skel_full",NA,NA,NA,1986,10,1980,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA MT WASHINGTON","M",33954,33954,103506,"",NA,"Unassigned","FB","C:13.4; W:87.O; T:26.4; TAIL:67.0","T = 1 X 0.5","DONAHUE, J P","27 OCT 1986","ssp","840 FT",34,-118.25,"flat skin and complete skeleton","CA","Los Angeles Co","Los Angeles County","other",NA,"LACM 103506"
"489",1999,100399,"Catharus","Catharus guttatus","M",NA,"UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,26,"complete skeleton",NA,"skel_full",NA,NA,NA,NA,NA,NA,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA PASADENA","M",33955,33955,100399,"SLM121",NA,"Unassigned","SN","C:11.3;W:87;T:29.6;TAIL:62","OV = 1.5 X 1","OSGOOD, MRS. R S","00 WIN 0000","ssp","",34.1444969,-118.1300507,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 100399"
"490",2000,100400,"Catharus","Catharus guttatus","F",NA,"UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,21.5,"complete skeleton",NA,"skel_full",NA,NA,NA,NA,NA,NA,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA PASADENA","F",33956,33956,100400,"SLM122",NA,"Unassigned","SN","C:10.6;W:86;T:27.5;TAIL:61","OV = 1.5 X 2","OSGOOD, MRS. R S","00 WIN 0000","ssp","",34.1444969,-118.1300507,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 100400"
"491",2001,104595,"Catharus","Catharus guttatus","M","1988-10-19","UNITED STATES","","California",NA,NA,NA,NA,NA,22.5,"flat skin and complete skeleton","skin_flat","skel_full",NA,NA,NA,1988,10,1980,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA  NA OFFSHORE","M",33957,33957,104595,"",NA,"Unassigned","FB","C:12.8; W:85.0; T:27.9; TAIL:67.0","T = 0.5 X 0.5","VEIT, R R","19 OCT 1988","ssp","",32.33,-121.75,"flat skin and complete skeleton","CA","","","other",NA,"LACM 104595"
"492",2002,91713,"Catharus","Catharus guttatus","M","1978-01-30","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,28,"complete skeleton",NA,"skel_full",NA,NA,NA,1978,1,1970,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA LOS ANGELES","M",33958,33958,91713,"",NA,"Unassigned","SN","C:12.5;W:91;T:30;TAIL:69","","DONAHUE, J P","30 JAN 1978","ssp","840 FT",34,-118.25,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 91713"
"493",2005,92554,"Catharus","Catharus guttatus","M","1980-10-25","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,16.2,"flat skin and complete skeleton","skin_flat","skel_full",NA,NA,NA,1980,10,1980,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA ROLLING HILLS","M",33961,33961,92554,"PMG1117",NA,"Unassigned","FB","C:12;W:90;T:28;TAIL:67","T = 2 X 2","COURTRIGHT, MARY","25 OCT 1980","ssp","",33.75,-118.466667,"flat skin and complete skeleton","CA","Los Angeles Co","Los Angeles County","other",NA,"LACM 92554"
"494",2012,103232,"Catharus","Catharus guttatus","F","1985-03-09","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,23,"complete skeleton",NA,"skel_full",NA,NA,NA,1985,3,1980,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA DUARTE","F",33968,33968,103232,"SLM 778",NA,"Unassigned","SN","C:14.3; W:91.0; T:28.4; TAIL:73.0","O = 2 X 1","CRAIG, R","09 MAR 1985","ssp","",34.15,-117.9166667,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 103232"
"495",2014,104294,"Catharus","Catharus guttatus","M","1988-01-23","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,23.5,"flat skin and complete skeleton","skin_flat","skel_full",NA,NA,NA,1988,1,1980,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA ENCINO","M",33970,33970,104294,"",NA,"Unassigned","FB","C:14.5; W:90.0; T:27.9; TAIL:70.1","T = 2.0 X 1.0","BRANDT, J","23 JAN 1988","ssp","",34.1673737,-118.4980164,"flat skin and complete skeleton","CA","Los Angeles Co","Los Angeles County","other",NA,"LACM 104294"
"496",2015,92517,"Catharus","Catharus guttatus","F","1981-02-21","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,26.7,"entire specimen preserved in alcohol",NA,NA,NA,NA,"fluid_full",1981,2,1980,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA LOS ANGELES","F",33971,33971,92517,"PMG1115",NA,"Unassigned","AL","","OV = 1 X 1","DUQUE, J","21 FEB 1981","ssp","",33.9651,-118.1549,"entire specimen preserved in alcohol","CA","Los Angeles Co","Los Angeles County","fluid",NA,"LACM 92517"
"497",2017,100345,"Catharus","Catharus guttatus","M","1981-10-11","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,26,"complete skeleton",NA,"skel_full",NA,NA,NA,1981,10,1980,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA LOS ANGELES","M",33973,33973,100345,"",NA,"Unassigned","SN","C:12.5;W:89;T:30.3;TAIL:-","T = 2 X 1.5","DONAHUE, J P","11 OCT 1981","ssp","",33.9651,-118.1549,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 100345"
"498",2018,100343,"Catharus","Catharus guttatus","F","1981-11-01","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,23,"flat skin and complete skeleton","skin_flat","skel_full",NA,NA,NA,1981,11,1980,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA LOS ANGELES","F",33974,33974,100343,"",NA,"Unassigned","FB","C:12.5;W:84;T:29.2;TAIL:60","OV = 5 X 3","DONAHUE, J P","01 NOV 1981","ssp","",33.9651,-118.1549,"flat skin and complete skeleton","CA","Los Angeles Co","Los Angeles County","other",NA,"LACM 100343"
